Date,Ticker,Sector,risk_rank,stability_group,stable,industry_status,industry_unknown,balanced_verified,balanced_eligible,vol_ann_120d,beta_120d
2016-06-24,A,Health Care,2,Middle,False,MIDDLE,False,False,False,0.24825002,1.2570293
2016-06-24,AABA,Unknown,2,Middle,False,STABLE,False,False,False,0.33901852,1.3117902
2016-06-24,AAL,Unknown,2,Middle,False,MIDDLE,False,False,False,0.37060034,1.5058727
2016-06-24,AAP,Unknown,1,Stable,True,STABLE,False,True,True,0.24702796,0.746802
2016-06-24,AAPL,Information Technology,1,Stable,True,STABLE,False,True,True,0.27318382,1.1276116
2016-06-24,ABBV,Health Care,1,Stable,True,MIDDLE,False,False,False,0.30859256,0.82732195
2016-06-24,ABT,Health Care,1,Stable,True,MIDDLE,False,False,False,0.2759185,1.0422931
2016-06-24,ACN,Information Technology,1,Stable,True,STABLE,False,True,True,0.23623027,1.1791433
2016-06-24,ADBE,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.29775882,1.4136393
2016-06-24,ADI,Information Technology,1,Stable,True,STABLE,False,True,True,0.24228859,1.2011108
2016-06-24,ADM,Consumer Staples,2,Middle,False,RISKY,False,False,False,0.32878676,1.4156556
2016-06-24,ADP,Industrials,1,Stable,True,STABLE,False,True,True,0.17905866,0.9964516
2016-06-24,ADSK,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.389834,1.8226746
2016-06-24,AEE,Utilities,1,Stable,True,STABLE,False,True,True,0.17280544,0.22754386
2016-06-24,AEP,Utilities,1,Stable,True,STABLE,False,True,True,0.17589203,0.30494288
2016-06-24,AES,Utilities,2,Middle,False,MIDDLE,False,False,False,0.31979963,1.2403635
2016-06-24,AET,Unknown,1,Stable,True,STABLE,False,True,True,0.27414283,1.1541536
2016-06-24,AFL,Financials,1,Stable,True,STABLE,False,True,True,0.17286488,0.7947293
2016-06-24,AGN,Unknown,2,Middle,False,STABLE,False,False,False,0.38131553,0.91562873
2016-06-24,AIG,Financials,1,Stable,True,MIDDLE,False,False,False,0.23572607,1.2356358
2016-06-24,AIV,Unknown,1,Stable,True,STABLE,False,True,True,0.22751284,0.7621848
2016-06-24,AIZ,Financials,1,Stable,True,MIDDLE,False,False,False,0.31058994,0.8397244
2016-06-24,AJG,Financials,1,Stable,True,STABLE,False,True,True,0.19019984,0.9226645
2016-06-24,AKAM,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.4607732,1.7469379
2016-06-24,ALK,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3376323,1.3499733
2016-06-24,ALL,Financials,1,Stable,True,STABLE,False,True,True,0.16435616,0.6581918
2016-06-24,ALLE,Industrials,1,Stable,True,MIDDLE,False,False,False,0.25151622,1.2183319
2016-06-24,ALXN,Unknown,2,Middle,False,MIDDLE,False,False,False,0.461799,1.7654531
2016-06-24,AMAT,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.35490817,1.5642712
2016-06-24,AME,Industrials,1,Stable,True,MIDDLE,False,False,False,0.23394445,1.0739045
2016-06-24,AMG,Unknown,2,Middle,False,MIDDLE,False,False,False,0.42904726,2.2861667
2016-06-24,AMGN,Health Care,1,Stable,True,MIDDLE,False,False,False,0.24758045,1.1528143
2016-06-24,AMP,Financials,2,Middle,False,RISKY,False,False,False,0.3520109,1.8665737
2016-06-24,AMT,Real Estate,1,Stable,True,MIDDLE,False,False,False,0.21693853,1.0070127
2016-06-24,AMZN,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.3635114,1.0634998
2016-06-24,AN,Unknown,2,Middle,False,STABLE,False,False,False,0.3824122,1.2452112
2016-06-24,ANDV,Unknown,2,Middle,False,MIDDLE,False,False,False,0.46091515,1.7814922
2016-06-24,AON,Financials,1,Stable,True,STABLE,False,True,True,0.16954783,0.68207383
2016-06-24,APA,Energy,2,Middle,False,MIDDLE,False,False,False,0.5788011,2.1756232
2016-06-24,APD,Materials,1,Stable,True,STABLE,False,True,True,0.22252128,1.0143772
2016-06-24,APH,Information Technology,1,Stable,True,STABLE,False,True,True,0.18847391,0.94116306
2016-06-24,APTV,Consumer Discretionary,2,Middle,False,RISKY,False,False,False,0.38392538,1.8230755
2016-06-24,ATVI,Unknown,2,Middle,False,STABLE,False,False,False,0.37358826,1.2211444
2016-06-24,AVB,Real Estate,1,Stable,True,STABLE,False,True,True,0.19993375,0.6304926
2016-06-24,AVGO,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.34519193,1.5974745
2016-06-24,AVY,Materials,1,Stable,True,STABLE,False,True,True,0.23156758,1.0726172
2016-06-24,AWK,Utilities,1,Stable,True,STABLE,False,True,True,0.20022403,0.2744864
2016-06-24,AXP,Financials,1,Stable,True,STABLE,False,True,True,0.279766,0.61988515
2016-06-24,AYI,Unknown,2,Middle,False,MIDDLE,False,False,False,0.36637858,1.6021024
2016-06-24,AZO,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.20216453,0.6712524
2016-06-24,BA,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2997344,1.2812198
2016-06-24,BAC,Financials,2,Middle,False,RISKY,False,False,False,0.37034523,1.8738853
2016-06-24,BALL,Materials,1,Stable,True,STABLE,False,True,True,0.22611064,1.0570954
2016-06-24,BAX,Health Care,1,Stable,True,STABLE,False,True,True,0.21307838,0.8613884
2016-06-24,BBT,Unknown,1,Stable,True,STABLE,False,True,True,0.22762363,1.0285105
2016-06-24,BBY,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.363445,0.61272407
2016-06-24,BCR,Unknown,1,Stable,True,STABLE,False,True,True,0.1684034,0.54984444
2016-06-24,BDX,Health Care,1,Stable,True,STABLE,False,True,True,0.18051818,0.7614208
2016-06-24,BEN,Financials,2,Middle,False,RISKY,False,False,False,0.32097337,1.6500026
2016-06-24,BF-B,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.20480758,0.7688293
2016-06-24,BIIB,Health Care,2,Middle,False,RISKY,False,False,False,0.3833099,1.3037717
2016-06-24,BKNG,Consumer Discretionary,2,Middle,False,RISKY,False,False,False,0.3774421,1.6463562
2016-06-24,BLK,Financials,2,Middle,False,MIDDLE,False,False,False,0.2967373,1.6669078
2016-06-24,BMY,Health Care,1,Stable,True,STABLE,False,True,True,0.22409111,0.87894875
2016-06-24,BRK-B,Financials,1,Stable,True,STABLE,False,True,True,0.16951986,0.8828812
2016-06-24,BSX,Health Care,1,Stable,True,MIDDLE,False,False,False,0.27388388,0.9314815
2016-06-24,BWA,Unknown,2,Middle,False,MIDDLE,False,False,False,0.4169709,1.8168167
2016-06-24,BXP,Real Estate,1,Stable,True,STABLE,False,True,True,0.20929298,0.865771
2016-06-24,C,Financials,2,Middle,False,RISKY,False,False,False,0.39355156,2.1005402
2016-06-24,CAG,Unknown,1,Stable,True,STABLE,False,True,True,0.19138439,0.76537347
2016-06-24,CAH,Health Care,1,Stable,True,MIDDLE,False,False,False,0.27462786,1.0204012
2016-06-24,CAT,Industrials,2,Middle,False,MIDDLE,False,False,False,0.30775923,1.4016845
2016-06-24,CB,Financials,1,Stable,True,STABLE,False,True,True,0.18979585,0.89647967
2016-06-24,CBRE,Real Estate,2,Middle,False,RISKY,False,False,False,0.39343598,1.943623
2016-06-24,CCI,Real Estate,1,Stable,True,STABLE,False,True,True,0.18502149,0.7674757
2016-06-24,CCL,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.31993374,1.3992891
2016-06-24,CELG,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3493077,1.3655603
2016-06-24,CERN,Unknown,1,Stable,True,STABLE,False,True,True,0.2747215,0.87476337
2016-06-24,CF,Materials,2,Middle,False,MIDDLE,False,False,False,0.5403287,1.3608588
2016-06-24,CFG,Financials,2,Middle,False,RISKY,False,False,False,0.36912817,1.4948393
2016-06-24,CHD,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.17736591,0.5140977
2016-06-24,CHK,Unknown,3,Risky,False,RISKY,False,False,False,1.4213088,3.5374224
2016-06-24,CHRW,Industrials,1,Stable,True,STABLE,False,True,True,0.18755233,0.41118407
2016-06-24,CI,Health Care,1,Stable,True,STABLE,False,True,True,0.2583715,0.7841927
2016-06-24,CINF,Financials,1,Stable,True,STABLE,False,True,True,0.17270884,0.78106034
2016-06-24,CL,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.16699359,0.67972296
2016-06-24,CLX,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.16915253,0.25053465
2016-06-24,CMA,Unknown,2,Middle,False,MIDDLE,False,False,False,0.37823954,1.6784002
2016-06-24,CMCSA,Communication Services,1,Stable,True,MIDDLE,False,False,False,0.19614771,0.78829753
2016-06-24,CME,Financials,1,Stable,True,STABLE,False,True,True,0.20871314,0.5089177
2016-06-24,CMG,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.34925604,0.28705546
2016-06-24,CMI,Industrials,2,Middle,False,MIDDLE,False,False,False,0.29024172,1.1532826
2016-06-24,CMS,Utilities,1,Stable,True,STABLE,False,True,True,0.15854244,0.12246601
2016-06-24,CNC,Health Care,2,Middle,False,RISKY,False,False,False,0.37144452,1.2293715
2016-06-24,CNP,Utilities,1,Stable,True,MIDDLE,False,False,False,0.22347184,0.7652769
2016-06-24,COF,Financials,2,Middle,False,MIDDLE,False,False,False,0.31505188,1.4648756
2016-06-24,COP,Energy,2,Middle,False,MIDDLE,False,False,False,0.5162199,1.9008042
2016-06-24,COR,Health Care,1,Stable,True,STABLE,False,True,True,0.23783444,0.65476483
2016-06-24,COST,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.19486211,0.53547686
2016-06-24,CPB,Unknown,1,Stable,True,STABLE,False,True,True,0.20019558,0.40565768
2016-06-24,CPRI,Unknown,2,Middle,False,STABLE,False,False,False,0.48432618,0.9068682
2016-06-24,CRM,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.3940857,1.5850217
2016-06-24,CSCO,Information Technology,1,Stable,True,STABLE,False,True,True,0.2675782,1.1040939
2016-06-24,CSX,Industrials,2,Middle,False,MIDDLE,False,False,False,0.28782937,1.3472809
2016-06-24,CTAS,Industrials,1,Stable,True,STABLE,False,True,True,0.16741443,0.7814603
2016-06-24,CTSH,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.30542096,1.4262578
2016-06-24,CTXS,Unknown,2,Middle,False,MIDDLE,False,False,False,0.31784064,1.5661498
2016-06-24,CVS,Health Care,1,Stable,True,STABLE,False,True,True,0.17572023,0.6485597
2016-06-24,CVX,Energy,2,Middle,False,STABLE,False,False,False,0.29075286,1.2529917
2016-06-24,CXO,Unknown,2,Middle,False,MIDDLE,False,False,False,0.47784632,1.9185976
2016-06-24,D,Utilities,1,Stable,True,STABLE,False,True,True,0.15667781,0.2505984
2016-06-24,DAL,Industrials,2,Middle,False,MIDDLE,False,False,False,0.32778993,1.2945418
2016-06-24,DD,Materials,1,Stable,True,STABLE,False,True,True,0.24261975,1.0138097
2016-06-24,DE,Industrials,1,Stable,True,MIDDLE,False,False,False,0.26296937,0.9548548
2016-06-24,DFS,Unknown,1,Stable,True,STABLE,False,True,True,0.2812844,1.0835944
2016-06-24,DG,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.26634178,0.6065392
2016-06-24,DGX,Health Care,1,Stable,True,STABLE,False,True,True,0.19949341,0.8947742
2016-06-24,DHI,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.3101665,1.5286522
2016-06-24,DHR,Health Care,1,Stable,True,STABLE,False,True,True,0.15481298,0.7893724
2016-06-24,DIS,Communication Services,1,Stable,True,MIDDLE,False,False,False,0.21227737,0.9647734
2016-06-24,DISCK,Unknown,2,Middle,False,MIDDLE,False,False,False,0.33838192,1.5952272
2016-06-24,DLR,Real Estate,1,Stable,True,STABLE,False,True,True,0.2202666,0.62645066
2016-06-24,DLTR,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.31048748,0.86396706
2016-06-24,DOV,Industrials,2,Middle,False,MIDDLE,False,False,False,0.28182358,1.261531
2016-06-24,DRI,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.20814776,0.6640101
2016-06-24,DTE,Utilities,1,Stable,True,STABLE,False,True,True,0.16214882,0.23869468
2016-06-24,DUK,Utilities,1,Stable,True,STABLE,False,True,True,0.16159198,0.17618592
2016-06-24,DVA,Health Care,1,Stable,True,STABLE,False,True,True,0.19096151,0.8528931
2016-06-24,DVN,Energy,3,Risky,False,MIDDLE,False,False,False,0.7340692,2.6542099
2016-06-24,EA,Communication Services,1,Stable,True,MIDDLE,False,False,False,0.35335237,0.7021009
2016-06-24,EBAY,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.33047146,1.0705266
2016-06-24,ECL,Materials,2,Middle,False,STABLE,False,False,False,0.25789195,1.2374936
2016-06-24,ED,Utilities,1,Stable,True,STABLE,False,True,True,0.16622427,-0.1410078
2016-06-24,EFX,Industrials,1,Stable,True,MIDDLE,False,False,False,0.23232526,1.1916587
2016-06-24,EIX,Utilities,1,Stable,True,STABLE,False,True,True,0.16861361,0.1521308
2016-06-24,EL,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.20840755,0.8245288
2016-06-24,ELV,Health Care,1,Stable,True,MIDDLE,False,False,False,0.27606112,0.9835636
2016-06-24,EMN,Unknown,2,Middle,False,STABLE,False,False,False,0.2769305,1.2295344
2016-06-24,EMR,Industrials,1,Stable,True,MIDDLE,False,False,False,0.23921493,1.0694927
2016-06-24,EOG,Energy,2,Middle,False,STABLE,False,False,False,0.40872535,1.4398947
2016-06-24,EQIX,Real Estate,1,Stable,True,MIDDLE,False,False,False,0.26560456,0.9442246
2016-06-24,EQT,Energy,2,Middle,False,STABLE,False,False,False,0.43054047,1.0150856
2016-06-24,ES,Utilities,1,Stable,True,STABLE,False,True,True,0.16157669,0.18992785
2016-06-24,ESRX,Unknown,1,Stable,True,STABLE,False,True,True,0.24329075,0.91181815
2016-06-24,ESS,Real Estate,1,Stable,True,STABLE,False,True,True,0.2287983,0.66247463
2016-06-24,ETFC,Unknown,2,Middle,False,MIDDLE,False,False,False,0.39336723,1.9512923
2016-06-24,ETN,Industrials,1,Stable,True,MIDDLE,False,False,False,0.26713973,1.154691
2016-06-24,ETR,Utilities,1,Stable,True,STABLE,False,True,True,0.17694876,0.36351568
2016-06-24,EW,Health Care,2,Middle,False,RISKY,False,False,False,0.37375325,1.1446263
2016-06-24,EXC,Utilities,1,Stable,True,MIDDLE,False,False,False,0.21463601,0.626343
2016-06-24,EXPD,Industrials,1,Stable,True,STABLE,False,True,True,0.19207609,0.76250046
2016-06-24,EXPE,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.37280846,1.311254
2016-06-24,EXR,Real Estate,1,Stable,True,MIDDLE,False,False,False,0.2608374,0.61579716
2016-06-24,F,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.28646496,1.2948596
2016-06-24,FAST,Industrials,1,Stable,True,MIDDLE,False,False,False,0.26635233,0.9681974
2016-06-24,FBIN,Unknown,1,Stable,True,STABLE,False,True,True,0.24707985,1.1702462
2016-06-24,FCX,Materials,3,Risky,False,RISKY,False,False,False,1.0402305,2.7620764
2016-06-24,FDX,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2935578,1.3172975
2016-06-24,FE,Utilities,1,Stable,True,MIDDLE,False,False,False,0.28895593,0.5625614
2016-06-24,FFIV,Information Technology,2,Middle,False,STABLE,False,False,False,0.3245384,1.0850075
2016-06-24,FI,Financials,1,Stable,True,STABLE,False,True,True,0.19250445,0.99378324
2016-06-24,FIS,Financials,1,Stable,True,STABLE,False,True,True,0.23695774,1.0515547
2016-06-24,FITB,Financials,2,Middle,False,RISKY,False,False,False,0.3574476,1.717026
2016-06-24,FL,Unknown,1,Stable,True,STABLE,False,True,True,0.2754094,0.7063986
2016-06-24,FLIR,Unknown,1,Stable,True,STABLE,False,True,True,0.27348635,0.85753626
2016-06-24,FLR,Unknown,2,Middle,False,MIDDLE,False,False,False,0.32412514,1.4630569
2016-06-24,FLS,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3485607,1.4662733
2016-06-24,FMC,Unknown,2,Middle,False,MIDDLE,False,False,False,0.37806883,1.5707964
2016-06-24,FRT,Real Estate,1,Stable,True,STABLE,False,True,True,0.16360027,0.55071557
2016-06-24,FSLR,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.42897898,1.6348798
2016-06-24,FTI,Unknown,2,Middle,False,MIDDLE,False,False,False,0.424862,1.7401103
2016-06-24,GAP,Unknown,2,Middle,False,STABLE,False,False,False,0.4791685,0.8426923
2016-06-24,GD,Industrials,1,Stable,True,STABLE,False,True,True,0.19600831,0.8483524
2016-06-24,GE,Industrials,1,Stable,True,STABLE,False,True,True,0.19994652,1.0256296
2016-06-24,GGP,Unknown,1,Stable,True,STABLE,False,True,True,0.2553853,0.6931448
2016-06-24,GILD,Health Care,1,Stable,True,MIDDLE,False,False,False,0.29942837,0.8663032
2016-06-24,GIS,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.15057425,0.49423665
2016-06-24,GLW,Information Technology,2,Middle,False,STABLE,False,False,False,0.27756122,1.1693695
2016-06-24,GM,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.25646648,0.9911401
2016-06-24,GOOG,Communication Services,1,Stable,True,MIDDLE,False,False,False,0.23815535,0.92778033
2016-06-24,GOOGL,Communication Services,1,Stable,True,MIDDLE,False,False,False,0.23805328,0.95444155
2016-06-24,GPC,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.19432636,0.8686287
2016-06-24,GPN,Financials,2,Middle,False,RISKY,False,False,False,0.34947357,1.5350612
2016-06-24,GRMN,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.32788357,1.3572991
2016-06-24,GS,Financials,2,Middle,False,MIDDLE,False,False,False,0.3080377,1.5943174
2016-06-24,GT,Unknown,2,Middle,False,STABLE,False,False,False,0.319565,1.3169705
2016-06-24,GWW,Industrials,1,Stable,True,STABLE,False,True,True,0.2209125,0.7137053
2016-06-24,HAL,Energy,2,Middle,False,STABLE,False,False,False,0.3603943,1.5213389
2016-06-24,HAR,Unknown,2,Middle,False,MIDDLE,False,False,False,0.48993358,2.0432997
2016-06-24,HAS,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.24193391,0.85995895
2016-06-24,HBAN,Financials,2,Middle,False,RISKY,False,False,False,0.34701157,1.4213741
2016-06-24,HBI,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3990944,1.2721133
2016-06-24,HCA,Health Care,1,Stable,True,MIDDLE,False,False,False,0.24389662,0.942641
2016-06-24,HD,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.21007031,0.8881468
2016-06-24,HES,Unknown,2,Middle,False,MIDDLE,False,False,False,0.5606418,2.116402
2016-06-24,HIG,Financials,2,Middle,False,MIDDLE,False,False,False,0.2500517,1.2757987
2016-06-24,HOG,Unknown,2,Middle,False,STABLE,False,False,False,0.32760638,1.1531018
2016-06-24,HOLX,Unknown,2,Middle,False,STABLE,False,False,False,0.32117498,1.1013122
2016-06-24,HON,Industrials,1,Stable,True,STABLE,False,True,True,0.18610243,0.9737285
2016-06-24,HP,Unknown,2,Middle,False,MIDDLE,False,False,False,0.47599173,1.7903712
2016-06-24,HPE,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.4381898,1.7373825
2016-06-24,HPQ,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.36263707,1.4314988
2016-06-24,HRB,Unknown,1,Stable,True,STABLE,False,True,True,0.4316682,0.5321536
2016-06-24,HRL,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.26719493,0.44666526
2016-06-24,HRS,Unknown,1,Stable,True,STABLE,False,True,True,0.26338848,1.083019
2016-06-24,HSIC,Health Care,1,Stable,True,STABLE,False,True,True,0.20332052,0.8493349
2016-06-24,HST,Real Estate,2,Middle,False,RISKY,False,False,False,0.3410811,1.4990549
2016-06-24,HSY,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.16956732,0.41838813
2016-06-24,HUM,Health Care,1,Stable,True,MIDDLE,False,False,False,0.24980246,0.9950054
2016-06-24,IBM,Information Technology,1,Stable,True,STABLE,False,True,True,0.24248937,0.9085534
2016-06-24,ICE,Financials,1,Stable,True,STABLE,False,True,True,0.25772944,0.77243054
2016-06-24,IFF,Materials,2,Middle,False,STABLE,False,False,False,0.2994634,1.1422057
2016-06-24,ILMN,Unknown,2,Middle,False,MIDDLE,False,False,False,0.55100864,1.5969951
2016-06-24,INTC,Information Technology,2,Middle,False,STABLE,False,False,False,0.25496688,1.2647232
2016-06-24,INTU,Information Technology,1,Stable,True,STABLE,False,True,True,0.23411843,1.1202153
2016-06-24,IP,Materials,2,Middle,False,STABLE,False,False,False,0.3032643,1.2628461
2016-06-24,IPG,Unknown,1,Stable,True,STABLE,False,True,True,0.21390724,1.0310581
2016-06-24,IRM,Real Estate,1,Stable,True,MIDDLE,False,False,False,0.23623368,0.88915443
2016-06-24,ISRG,Health Care,1,Stable,True,STABLE,False,True,True,0.21947306,0.7493371
2016-06-24,ITW,Industrials,1,Stable,True,STABLE,False,True,True,0.1858722,0.9147919
2016-06-24,IVZ,Financials,2,Middle,False,RISKY,False,False,False,0.39169073,2.1110806
2016-06-24,JBHT,Industrials,1,Stable,True,STABLE,False,True,True,0.22747521,0.9612732
2016-06-24,JCI,Industrials,1,Stable,True,STABLE,False,True,True,0.2761911,0.78399956
2016-06-24,JEC,Unknown,2,Middle,False,STABLE,False,False,False,0.27371985,1.2760483
2016-06-24,JEF,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3500803,1.5387334
2016-06-24,JNJ,Health Care,1,Stable,True,STABLE,False,True,True,0.14174424,0.55799353
2016-06-24,JNPR,Unknown,2,Middle,False,STABLE,False,False,False,0.37476093,1.0948948
2016-06-24,JPM,Financials,2,Middle,False,MIDDLE,False,False,False,0.2953182,1.5580308
2016-06-24,JWN,Unknown,2,Middle,False,STABLE,False,False,False,0.39596736,0.9503945
2016-06-24,K,Unknown,1,Stable,True,STABLE,False,True,True,0.1637042,0.37820628
2016-06-24,KDP,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.17337263,0.3209803
2016-06-24,KEY,Financials,2,Middle,False,MIDDLE,False,False,False,0.31292436,1.5060059
2016-06-24,KHC,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.21058322,0.8051411
2016-06-24,KIM,Real Estate,1,Stable,True,STABLE,False,True,True,0.19393821,0.723756
2016-06-24,KLAC,Information Technology,1,Stable,True,STABLE,False,True,True,0.16673067,0.82941675
2016-06-24,KMB,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.17118935,0.5721727
2016-06-24,KMI,Energy,2,Middle,False,MIDDLE,False,False,False,0.57686216,2.2492547
2016-06-24,KMX,Unknown,2,Middle,False,MIDDLE,False,False,False,0.3882333,1.4419131
2016-06-24,KO,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.14861383,0.47279042
2016-06-24,KORS,Unknown,2,Middle,False,STABLE,False,False,False,0.4843261,0.90686816
2016-06-24,KR,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.26613504,0.6142513
2016-06-24,KSS,Unknown,2,Middle,False,STABLE,False,False,False,0.46098566,0.7273551
2016-06-24,KSU,Unknown,2,Middle,False,STABLE,False,False,False,0.29734465,1.2097231
2016-06-24,L,Financials,1,Stable,True,STABLE,False,True,True,0.19450013,0.96311086
2016-06-24,LEG,Unknown,1,Stable,True,STABLE,False,True,True,0.20669149,0.97010803
2016-06-24,LEN,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.28049168,1.3779486
2016-06-24,LH,Health Care,1,Stable,True,STABLE,False,True,True,0.21236664,0.8553753
2016-06-24,LKQ,Unknown,2,Middle,False,STABLE,False,False,False,0.30092442,1.3804419
2016-06-24,LLL,Unknown,1,Stable,True,STABLE,False,True,True,0.17620583,0.7105205
2016-06-24,LLTC,Unknown,1,Stable,True,STABLE,False,True,True,0.22664246,0.8616999
2016-06-24,LLY,Health Care,1,Stable,True,STABLE,False,True,True,0.24069215,0.67395616
2016-06-24,LM,Unknown,2,Middle,False,MIDDLE,False,False,False,0.4029702,1.9412309
2016-06-24,LMT,Industrials,1,Stable,True,STABLE,False,True,True,0.13999814,0.4175889
2016-06-24,LNC,Unknown,2,Middle,False,MIDDLE,False,False,False,0.44593117,2.173765
2016-06-24,LOW,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.23360102,0.95159227
2016-06-24,LRCX,Information Technology,2,Middle,False,MIDDLE,False,False,False,0.29844335,1.4629467
2016-06-24,LUV,Industrials,1,Stable,True,MIDDLE,False,False,False,0.28882825,1.0967745
2016-06-24,LVLT,Unknown,2,Middle,False,MIDDLE,False,False,False,0.32932296,1.566616
2016-06-24,LYB,Materials,2,Middle,False,MIDDLE,False,False,False,0.34128693,1.4782988
2016-06-24,M,Unknown,1,Stable,True,STABLE,False,True,True,0.3799671,0.8015503
2016-06-24,MA,Financials,1,Stable,True,MIDDLE,False,False,False,0.2348806,1.2728084
2016-06-24,MAC,Unknown,1,Stable,True,STABLE,False,True,True,0.19941165,0.801957
2016-06-24,MAR,Consumer Discretionary,2,Middle,False,MIDDLE,False,False,False,0.29623976,1.2011285
2016-06-24,MAS,Industrials,2,Middle,False,MIDDLE,False,False,False,0.2807169,1.294225
2016-06-24,MAT,Unknown,1,Stable,True,STABLE,False,True,True,0.3447504,0.69267225
2016-06-24,MCD,Consumer Discretionary,1,Stable,True,STABLE,False,True,True,0.15842012,0.51898056
2016-06-24,MCHP,Information Technology,1,Stable,True,STABLE,False,True,True,0.2541117,1.1532027
2016-06-24,MCK,Health Care,1,Stable,True,MIDDLE,False,False,False,0.3296678,0.9516761
2016-06-24,MCO,Financials,2,Middle,False,MIDDLE,False,False,False,0.29769105,1.6453902
2016-06-24,MDLZ,Consumer Staples,2,Middle,False,RISKY,False,False,False,0.28534675,1.2535352
2016-06-24,MDT,Health Care,1,Stable,True,STABLE,False,True,True,0.19449234,0.69147885
2016-06-24,MET,Financials,2,Middle,False,RISKY,False,False,False,0.35737833,1.6934853
2016-06-24,META,Communication Services,2,Middle,False,RISKY,False,False,False,0.3454827,1.1021434
2016-06-24,MHK,Unknown,2,Middle,False,STABLE,False,False,False,0.2621335,1.2795434
2016-06-24,MJN,Unknown,1,Stable,True,STABLE,False,True,True,0.29682043,0.80655766
2016-06-24,MKC,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.17776151,0.38719976
2016-06-24,MLM,Materials,2,Middle,False,STABLE,False,False,False,0.30937207,1.1506453
2016-06-24,MMM,Industrials,1,Stable,True,STABLE,False,True,True,0.16427113,0.77460146
2016-06-24,MNST,Consumer Staples,1,Stable,True,MIDDLE,False,False,False,0.3092267,0.73960984
2016-06-24,MO,Consumer Staples,1,Stable,True,STABLE,False,True,True,0.15117653,0.29828367
2016-06-24,MOS,Materials,2,Middle,False,MIDDLE,False,False,False,0.50050575,1.3716776
2016-06-24,MPC,Energy,2,Middle,False,MIDDLE,False,False,False,0.49638668,1.9182099
2016-06-24,MRK,Health Care,1,Stable,True,STABLE,False,True,True,0.18296973,0.77548623
2016-06-24,MRO,Unknown,3,Risky,False,RISKY,False,False,False,0.79014504,2.709557
2016-06-24,MS,Financials,2,Middle,False,RISKY,False,False,False,0.39600897,2.1027186
2016-06-24,MSFT,Information Technology,2,Middle,False,STABLE,False,False,False,0.2713832,1.271016
2016-06-24,MSI,Information Technology,1,Stable,True,STABLE,False,True,True,0.22920434,0.739468
2016-06-24,MTB,Financials,2,Middle,False,MIDDLE,False,False,False,0.28219077,1.3791175
